index,family,kind,n,m,delta,siriaisa_size,optimum,ratio,expected_constant,within_bound,siriaisa_ms,milp_ms
346,cycle,bounded,16,16,2,6,6,1.0000,2.0000,1,2.101,11.242
347,ladder,bounded,26,37,3,7,7,1.0000,3.0000,1,4.106,10.589
348,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.345,9.996
349,regular,bounded,22,55,5,5,5,1.0000,5.0000,1,3.780,15.289
350,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.516,0.976
351,lollipop,bounded,14,14,3,5,5,1.0000,3.0000,1,1.877,15.271
352,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,1.014,1.080
353,star,rigid,9,8,8,1,1,1.0000,1.0000,1,1.090,1.023
354,complete_bipartite,rigid,5,6,3,2,2,1.0000,1.0000,1,0.964,0.978
355,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.763,10.048
356,double_star,rigid,15,14,10,5,5,1.0000,1.0000,1,1.872,1.129
357,erdos_renyi,random,26,31,5,11,11,1.0000,5.0000,1,4.610,13.369
358,barabasi_albert,random,34,33,12,13,13,1.0000,12.0000,1,4.022,1.311
359,random_tree,random,7,6,2,3,3,1.0000,2.0000,1,1.091,1.038
360,path,bounded,32,31,2,11,11,1.0000,2.0000,1,3.818,11.075
361,cycle,bounded,17,17,2,6,6,1.0000,2.0000,1,2.209,12.149
362,ladder,bounded,16,22,3,5,5,1.0000,3.0000,1,2.593,10.156
363,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.521,11.570
364,regular,bounded,24,24,2,9,9,1.0000,2.0000,1,2.947,11.829
365,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.070,13.252
366,lollipop,bounded,8,22,7,1,1,1.0000,7.0000,1,1.594,10.087
367,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.841,1.494
368,star,rigid,9,8,8,1,1,1.0000,1.0000,1,1.303,1.066
369,complete_bipartite,rigid,12,27,9,3,3,1.0000,1.0000,1,1.614,1.067
370,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.644,9.704
371,double_star,rigid,13,12,11,2,2,1.0000,1.0000,1,1.823,1.189
372,erdos_renyi,random,31,98,11,6,6,1.0000,11.0000,1,7.477,31.937
373,barabasi_albert,random,26,25,10,10,10,1.0000,10.0000,1,2.920,1.281
374,random_tree,random,38,37,5,14,14,1.0000,5.0000,1,4.443,11.813
375,path,bounded,12,11,2,4,4,1.0000,2.0000,1,1.702,11.612
376,cycle,bounded,12,12,2,4,4,1.0000,2.0000,1,1.528,11.203
377,ladder,bounded,12,16,3,4,4,1.0000,3.0000,1,1.943,10.182
378,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.969,10.482
379,regular,bounded,16,24,3,4,4,1.0000,3.0000,1,2.147,10.754
380,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.609,1.100
381,lollipop,bounded,9,18,6,2,2,1.0000,6.0000,1,1.507,1.059
382,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.858,1.406
383,star,rigid,20,19,19,1,1,1.0000,1.0000,1,1.755,0.983
384,complete_bipartite,rigid,12,20,10,2,2,1.0000,1.0000,1,1.336,1.009
385,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.154,8.617
386,double_star,rigid,16,15,11,5,5,1.0000,1.0000,1,2.179,1.091
387,erdos_renyi,random,22,72,10,4,4,1.0000,10.0000,1,4.419,10.481
388,barabasi_albert,random,12,11,6,4,4,1.0000,6.0000,1,1.597,0.918
389,random_tree,random,40,39,4,14,14,1.0000,4.0000,1,4.675,11.269
390,path,bounded,33,32,2,11,11,1.0000,2.0000,1,4.143,10.993
391,cycle,bounded,30,30,2,10,10,1.0000,2.0000,1,3.523,10.768
392,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.713,12.773
393,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.641,11.283
394,regular,bounded,32,80,5,7,7,1.0000,5.0000,1,5.110,60.036
395,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.502,1.076
396,lollipop,bounded,12,12,3,4,4,1.0000,3.0000,1,1.578,10.774
397,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.919,1.309
398,star,rigid,8,7,7,1,1,1.0000,1.0000,1,0.978,0.943
399,complete_bipartite,rigid,17,72,9,8,8,1.0000,1.0000,1,2.970,1.494
400,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.311,9.598
401,double_star,rigid,24,23,12,12,12,1.0000,1.0000,1,2.926,1.308
402,erdos_renyi,random,28,85,12,5,5,1.0000,12.0000,1,5.287,17.351
403,barabasi_albert,random,21,38,9,5,5,1.0000,9.0000,1,3.157,9.804
404,random_tree,random,30,29,4,11,11,1.0000,4.0000,1,3.392,10.891
405,path,bounded,16,15,2,6,6,1.0000,2.0000,1,2.121,10.956
406,cycle,bounded,24,24,2,8,8,1.0000,2.0000,1,2.772,10.606
407,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.639,10.017
408,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.736,9.953
409,regular,bounded,4,6,3,1,1,1.0000,3.0000,1,0.713,0.936
410,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.947,1.278
411,lollipop,bounded,15,35,8,3,3,1.0000,8.0000,1,2.861,10.631
412,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,2.190,1.452
413,star,rigid,14,13,13,1,1,1.0000,1.0000,1,1.507,0.943
414,complete_bipartite,rigid,22,120,12,10,10,1.0000,1.0000,1,3.681,2.027
415,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.115,9.187
416,double_star,rigid,16,15,9,7,7,1.0000,1.0000,1,2.048,1.047
417,erdos_renyi,random,10,7,3,6,6,1.0000,3.0000,1,2.051,11.717
418,barabasi_albert,random,8,12,5,2,2,1.0000,5.0000,1,1.382,8.887
419,random_tree,random,2,1,1,1,1,1.0000,1.0000,1,1.032,1.090
420,path,bounded,31,30,2,11,11,1.0000,2.0000,1,3.834,9.985
421,cycle,bounded,32,32,2,11,11,1.0000,2.0000,1,3.821,12.123
422,ladder,bounded,14,19,3,4,4,1.0000,3.0000,1,2.308,9.950
423,grid,bounded,12,17,4,4,4,1.0000,4.0000,1,2.001,9.992
424,regular,bounded,24,60,5,5,5,1.0000,5.0000,1,4.006,11.481
425,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.710,1.134
426,lollipop,bounded,10,12,4,3,3,1.0000,4.0000,1,1.393,11.520
427,clique,rigid,7,21,6,1,1,1.0000,1.0000,1,1.198,1.121
428,star,rigid,11,10,10,1,1,1.0000,1.0000,1,1.190,0.965
429,complete_bipartite,rigid,14,48,8,6,6,1.0000,1.0000,1,2.370,1.348
430,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.774,10.559
431,double_star,rigid,6,5,4,2,2,1.0000,1.0000,1,1.160,0.938
432,erdos_renyi,random,13,24,6,3,3,1.0000,6.0000,1,2.058,8.505
433,barabasi_albert,random,9,8,3,4,4,1.0000,3.0000,1,1.397,0.911
434,random_tree,random,27,26,5,9,9,1.0000,5.0000,1,3.064,11.214
435,path,bounded,8,7,2,3,3,1.0000,2.0000,1,1.341,11.103
436,cycle,bounded,29,29,2,10,10,1.0000,2.0000,1,3.465,12.675
437,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.752,11.730
438,grid,bounded,12,17,4,4,4,1.0000,4.0000,1,2.008,9.737
439,regular,bounded,14,14,2,5,5,1.0000,2.0000,1,1.840,11.661
440,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.787,1.106
441,lollipop,bounded,18,38,8,4,4,1.0000,8.0000,1,3.325,10.854
442,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.624,0.973
443,star,rigid,19,18,18,1,1,1.0000,1.0000,1,1.986,1.080
444,complete_bipartite,rigid,15,54,9,6,6,1.0000,1.0000,1,2.317,1.310
445,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.882,8.659
446,double_star,rigid,19,18,13,6,6,1.0000,1.0000,1,2.668,1.263
447,erdos_renyi,random,19,45,10,4,4,1.0000,10.0000,1,3.341,9.445
448,barabasi_albert,random,19,18,8,9,9,1.0000,8.0000,1,2.507,1.029
449,random_tree,random,28,27,5,11,11,1.0000,5.0000,1,3.298,10.519
450,path,bounded,33,32,2,11,11,1.0000,2.0000,1,4.190,10.088
451,cycle,bounded,22,22,2,8,8,1.0000,2.0000,1,2.783,10.776
452,ladder,bounded,10,13,3,3,3,1.0000,3.0000,1,1.766,10.162
453,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.771,10.616
454,regular,bounded,32,48,3,9,9,1.0000,3.0000,1,4.094,40.397
455,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.883,12.055
456,lollipop,bounded,13,22,6,3,3,1.0000,6.0000,1,2.053,11.535
457,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.680,1.550
458,star,rigid,6,5,5,1,1,1.0000,1.0000,1,0.921,1.001
459,complete_bipartite,rigid,15,50,10,5,5,1.0000,1.0000,1,2.061,1.286
460,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.860,9.328
461,double_star,rigid,17,16,13,4,4,1.0000,1.0000,1,2.123,1.064
462,erdos_renyi,random,33,118,11,6,6,1.0000,11.0000,1,7.332,26.091
463,barabasi_albert,random,21,38,9,7,7,1.0000,9.0000,1,2.735,11.268
464,random_tree,random,24,23,3,8,8,1.0000,3.0000,1,2.766,12.104
465,path,bounded,25,24,2,9,9,1.0000,2.0000,1,3.184,10.033
466,cycle,bounded,37,37,2,13,13,1.0000,2.0000,1,4.403,13.183
467,ladder,bounded,8,10,3,3,3,1.0000,3.0000,1,1.396,9.916
468,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,5.015,13.253
469,regular,bounded,14,35,5,3,3,1.0000,5.0000,1,2.102,10.894
470,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.660,1.154
471,lollipop,bounded,8,8,3,3,3,1.0000,3.0000,1,1.281,16.454
472,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,0.996,1.118
473,star,rigid,27,26,26,1,1,1.0000,1.0000,1,2.431,1.264
474,complete_bipartite,rigid,11,30,6,5,5,1.0000,1.0000,1,1.621,1.096
475,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.881,9.474
476,double_star,rigid,21,20,13,8,8,1.0000,1.0000,1,2.539,1.190
477,erdos_renyi,random,19,52,8,4,4,1.0000,8.0000,1,3.674,9.386
478,barabasi_albert,random,13,22,8,3,3,1.0000,8.0000,1,2.194,9.373
479,random_tree,random,37,36,3,13,13,1.0000,3.0000,1,5.395,10.540
480,path,bounded,6,5,2,2,2,1.0000,2.0000,1,1.148,0.973
481,cycle,bounded,14,14,2,5,5,1.0000,2.0000,1,1.787,10.631
482,ladder,bounded,28,40,3,8,8,1.0000,3.0000,1,4.234,11.908
483,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.329,10.227
484,regular,bounded,11,22,4,3,3,1.0000,4.0000,1,1.673,9.197
485,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.670,1.015
486,lollipop,bounded,8,22,7,1,1,1.0000,7.0000,1,1.305,7.914
487,clique,rigid,2,1,1,1,1,1.0000,1.0000,1,0.491,0.958
488,star,rigid,2,1,1,1,1,1.0000,1.0000,1,0.453,0.883
489,complete_bipartite,rigid,5,4,4,1,1,1.0000,1.0000,1,0.798,0.870
490,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.899,1.347
491,double_star,rigid,17,16,9,8,8,1.0000,1.0000,1,2.121,0.905
492,erdos_renyi,random,17,46,9,3,3,1.0000,9.0000,1,2.736,8.175
493,barabasi_albert,random,12,20,9,3,3,1.0000,9.0000,1,1.841,10.418
494,random_tree,random,14,13,5,5,5,1.0000,5.0000,1,1.899,0.952
495,path,bounded,22,21,2,8,8,1.0000,2.0000,1,2.646,11.354
496,cycle,bounded,40,40,2,14,14,1.0000,2.0000,1,4.595,13.039
497,ladder,bounded,34,49,3,9,9,1.0000,3.0000,1,4.998,9.408
498,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.804,13.612
499,regular,bounded,26,39,3,8,7,1.1429,3.0000,1,4.027,26.389
500,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.150,12.631
501,lollipop,bounded,13,13,3,4,4,1.0000,3.0000,1,1.943,12.098
502,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.679,1.012
503,star,rigid,6,5,5,1,1,1.0000,1.0000,1,0.860,0.927
504,complete_bipartite,rigid,7,12,4,3,3,1.0000,1.0000,1,1.033,1.016
505,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.314,8.326
506,double_star,rigid,10,9,8,2,2,1.0000,1.0000,1,1.601,0.990
507,erdos_renyi,random,21,62,11,4,4,1.0000,11.0000,1,4.375,8.395
508,barabasi_albert,random,28,52,9,6,6,1.0000,9.0000,1,4.116,9.823
509,random_tree,random,10,9,3,4,4,1.0000,3.0000,1,1.498,11.896
510,path,bounded,27,26,2,9,9,1.0000,2.0000,1,3.523,10.849
511,cycle,bounded,28,28,2,10,10,1.0000,2.0000,1,3.477,12.334
512,ladder,bounded,22,31,3,6,6,1.0000,3.0000,1,3.296,9.620
513,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,5.239,31.487
514,regular,bounded,24,48,4,6,6,1.0000,4.0000,1,3.043,11.648
515,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.531,0.986
516,lollipop,bounded,6,11,5,1,1,1.0000,5.0000,1,1.081,9.295
517,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.852,1.323
518,star,rigid,25,24,24,1,1,1.0000,1.0000,1,2.379,1.281
519,complete_bipartite,rigid,2,1,1,1,1,1.0000,1.0000,1,0.418,0.763
520,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.077,8.674
521,double_star,rigid,16,15,11,5,5,1.0000,1.0000,1,2.541,1.093
522,erdos_renyi,random,34,191,17,4,4,1.0000,17.0000,1,11.049,54.837
523,barabasi_albert,random,31,30,14,13,13,1.0000,14.0000,1,3.188,1.411
524,random_tree,random,22,21,4,9,9,1.0000,4.0000,1,2.764,11.606
525,path,bounded,9,8,2,3,3,1.0000,2.0000,1,1.414,10.718
526,cycle,bounded,35,35,2,12,12,1.0000,2.0000,1,4.131,13.835
527,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.575,12.512
528,grid,bounded,12,17,4,4,4,1.0000,4.0000,1,1.962,9.620
529,regular,bounded,16,40,5,4,4,1.0000,5.0000,1,2.599,9.583
530,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.657,0.964
531,lollipop,bounded,5,7,4,1,1,1.0000,4.0000,1,0.963,9.963
532,clique,rigid,7,21,6,1,1,1.0000,1.0000,1,1.124,1.066
533,star,rigid,24,23,23,1,1,1.0000,1.0000,1,2.244,1.157
534,complete_bipartite,rigid,11,30,6,5,5,1.0000,1.0000,1,1.593,1.045
535,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.691,10.895
536,double_star,rigid,15,14,11,4,4,1.0000,1.0000,1,2.066,1.228
537,erdos_renyi,random,28,62,8,7,7,1.0000,8.0000,1,5.967,9.915
538,barabasi_albert,random,33,32,9,13,13,1.0000,9.0000,1,4.113,1.326
539,random_tree,random,9,8,2,3,3,1.0000,2.0000,1,1.225,10.942
540,path,bounded,12,11,2,4,4,1.0000,2.0000,1,1.768,11.572
541,cycle,bounded,11,11,2,4,4,1.0000,2.0000,1,1.545,12.095
542,ladder,bounded,16,22,3,5,5,1.0000,3.0000,1,2.693,10.518
543,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.770,10.849
544,regular,bounded,32,80,5,7,6,1.1667,5.0000,1,4.800,36.302
545,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.601,1.137
546,lollipop,bounded,13,22,6,3,3,1.0000,6.0000,1,1.804,10.755
547,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.748,0.983
548,star,rigid,4,3,3,1,1,1.0000,1.0000,1,0.717,0.923
549,complete_bipartite,rigid,17,60,12,5,5,1.0000,1.0000,1,3.480,1.597
550,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.416,8.244
551,double_star,rigid,20,19,13,7,7,1.0000,1.0000,1,2.708,1.188
552,erdos_renyi,random,34,155,15,5,5,1.0000,15.0000,1,8.709,42.160
553,barabasi_albert,random,10,9,4,4,4,1.0000,4.0000,1,1.374,1.166
554,random_tree,random,19,18,3,8,8,1.0000,3.0000,1,2.490,1.082
555,path,bounded,4,3,2,2,2,1.0000,2.0000,1,0.800,0.819
556,cycle,bounded,21,21,2,7,7,1.0000,2.0000,1,2.293,11.099
557,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,4.970,9.942
558,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.488,9.932
559,regular,bounded,18,18,2,6,6,1.0000,2.0000,1,3.550,12.540
560,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.951,1.268
561,lollipop,bounded,12,26,7,3,3,1.0000,7.0000,1,2.023,17.147
562,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.843,1.045
563,star,rigid,31,30,30,1,1,1.0000,1.0000,1,2.629,1.297
564,complete_bipartite,rigid,11,24,8,3,3,1.0000,1.0000,1,1.449,1.023
565,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.443,8.107
566,double_star,rigid,15,14,13,2,2,1.0000,1.0000,1,2.139,1.045
567,erdos_renyi,random,25,32,7,8,8,1.0000,7.0000,1,3.797,10.138
568,barabasi_albert,random,31,30,13,13,13,1.0000,13.0000,1,3.327,1.135
569,random_tree,random,35,34,5,13,13,1.0000,5.0000,1,4.777,1.451
570,path,bounded,33,32,2,11,11,1.0000,2.0000,1,3.665,10.714
571,cycle,bounded,16,16,2,6,6,1.0000,2.0000,1,2.106,11.579
572,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.540,9.903
573,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.799,14.604
574,regular,bounded,24,24,2,8,8,1.0000,2.0000,1,2.543,11.196
575,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.070,12.955
576,lollipop,bounded,20,40,8,5,5,1.0000,8.0000,1,3.361,12.084
577,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,1.206,1.181
578,star,rigid,2,1,1,1,1,1.0000,1.0000,1,0.471,0.873
579,complete_bipartite,rigid,12,32,8,4,4,1.0000,1.0000,1,1.691,1.212
580,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.714,10.219
581,double_star,rigid,18,17,10,8,8,1.0000,1.0000,1,2.157,1.048
582,erdos_renyi,random,34,166,16,4,4,1.0000,16.0000,1,9.132,54.314
583,barabasi_albert,random,20,36,9,6,6,1.0000,9.0000,1,3.032,10.993
584,random_tree,random,31,30,4,13,13,1.0000,4.0000,1,3.974,11.466
585,path,bounded,40,39,2,14,14,1.0000,2.0000,1,5.072,11.191
586,cycle,bounded,34,34,2,12,12,1.0000,2.0000,1,4.027,12.736
587,ladder,bounded,28,40,3,8,8,1.0000,3.0000,1,4.072,11.522
588,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.395,9.798
589,regular,bounded,29,58,4,7,7,1.0000,4.0000,1,4.121,31.975
590,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.014,12.373
591,lollipop,bounded,20,40,8,5,5,1.0000,8.0000,1,3.247,11.906
592,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,1.054,1.134
593,star,rigid,17,16,16,1,1,1.0000,1.0000,1,1.735,1.057
594,complete_bipartite,rigid,11,30,6,5,5,1.0000,1.0000,1,2.067,1.181
595,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.365,7.975
596,double_star,rigid,17,16,12,5,5,1.0000,1.0000,1,2.157,1.068
597,erdos_renyi,random,16,8,2,9,9,1.0000,2.0000,1,4.020,0.904
598,barabasi_albert,random,12,20,7,4,4,1.0000,7.0000,1,1.632,8.239
599,random_tree,random,32,31,4,11,11,1.0000,4.0000,1,4.167,11.378
600,path,bounded,15,14,2,5,5,1.0000,2.0000,1,2.162,10.420
601,cycle,bounded,35,35,2,12,12,1.0000,2.0000,1,4.350,13.134
602,ladder,bounded,8,10,3,3,3,1.0000,3.0000,1,1.453,10.065
603,grid,bounded,4,4,2,2,2,1.0000,4.0000,1,0.792,1.098
604,regular,bounded,24,36,3,7,7,1.0000,3.0000,1,3.210,14.237
605,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.944,11.878
606,lollipop,bounded,16,18,4,5,5,1.0000,4.0000,1,2.356,11.220
607,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.562,1.591
608,star,rigid,7,6,6,1,1,1.0000,1.0000,1,1.558,1.284
609,complete_bipartite,rigid,15,54,9,6,6,1.0000,1.0000,1,2.152,1.287
610,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.675,10.451
611,double_star,rigid,18,17,13,5,5,1.0000,1.0000,1,2.242,1.143
612,erdos_renyi,random,19,49,10,5,5,1.0000,10.0000,1,3.736,15.389
613,barabasi_albert,random,17,30,10,5,5,1.0000,10.0000,1,2.230,11.160
614,random_tree,random,13,12,3,4,4,1.0000,3.0000,1,2.158,11.632
615,path,bounded,18,17,2,6,6,1.0000,2.0000,1,2.917,11.057
616,cycle,bounded,4,4,2,2,2,1.0000,2.0000,1,0.785,1.030
617,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,5.278,23.750
618,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,2.927,10.560
619,regular,bounded,24,60,5,5,5,1.0000,5.0000,1,4.006,23.645
620,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.556,1.059
621,lollipop,bounded,10,10,3,3,3,1.0000,3.0000,1,1.380,10.492
622,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,1.768,1.485
623,star,rigid,27,26,26,1,1,1.0000,1.0000,1,2.434,1.166
624,complete_bipartite,rigid,8,15,5,3,3,1.0000,1.0000,1,1.085,0.987
625,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.699,10.818
626,double_star,rigid,9,8,6,3,3,1.0000,1.0000,1,1.507,1.051
627,erdos_renyi,random,21,8,2,13,13,1.0000,2.0000,1,4.932,0.953
628,barabasi_albert,random,29,28,6,14,14,1.0000,6.0000,1,3.272,1.162
629,random_tree,random,39,38,5,16,16,1.0000,5.0000,1,4.859,13.212
630,path,bounded,12,11,2,4,4,1.0000,2.0000,1,1.727,12.276
631,cycle,bounded,28,28,2,10,10,1.0000,2.0000,1,3.461,12.523
632,ladder,bounded,4,4,2,2,2,1.0000,3.0000,1,0.799,1.013
633,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,4.774,12.489
634,regular,bounded,33,33,2,12,12,1.0000,2.0000,1,4.359,11.779
635,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.040,12.919
636,lollipop,bounded,20,40,8,5,5,1.0000,8.0000,1,3.134,12.016
637,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.699,1.075
638,star,rigid,7,6,6,1,1,1.0000,1.0000,1,0.951,1.043
639,complete_bipartite,rigid,9,20,5,4,4,1.0000,1.0000,1,1.374,1.571
640,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.436,8.145
641,double_star,rigid,11,10,7,4,4,1.0000,1.0000,1,1.781,1.022
642,erdos_renyi,random,30,131,13,5,5,1.0000,13.0000,1,7.249,33.828
643,barabasi_albert,random,32,60,16,9,9,1.0000,16.0000,1,4.427,11.360
644,random_tree,random,11,10,4,5,5,1.0000,4.0000,1,1.624,1.045
645,path,bounded,5,4,2,2,2,1.0000,2.0000,1,1.061,0.867
646,cycle,bounded,14,14,2,5,5,1.0000,2.0000,1,1.533,10.466
647,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,4.223,13.048
648,grid,bounded,9,12,4,3,3,1.0000,4.0000,1,1.767,10.204
649,regular,bounded,19,38,4,4,4,1.0000,4.0000,1,3.957,12.122
650,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.760,1.160
651,lollipop,bounded,11,20,6,3,3,1.0000,6.0000,1,1.710,15.982
652,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.869,0.993
653,star,rigid,25,24,24,1,1,1.0000,1.0000,1,2.212,1.148
654,complete_bipartite,rigid,5,4,4,1,1,1.0000,1.0000,1,0.795,0.896
655,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.756,0.778
656,double_star,rigid,10,9,7,3,3,1.0000,1.0000,1,1.226,0.839
657,erdos_renyi,random,14,32,8,4,4,1.0000,8.0000,1,2.843,8.252
658,barabasi_albert,random,22,40,10,6,6,1.0000,10.0000,1,3.187,9.613
659,random_tree,random,27,26,3,10,10,1.0000,3.0000,1,3.402,11.673
660,path,bounded,21,20,2,7,7,1.0000,2.0000,1,2.695,11.006
661,cycle,bounded,13,13,2,5,5,1.0000,2.0000,1,1.810,11.383
662,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,5.652,9.705
663,grid,bounded,16,24,4,4,4,1.0000,4.0000,1,3.561,10.405
664,regular,bounded,24,60,5,5,5,1.0000,5.0000,1,5.529,25.674
665,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.757,11.638
666,lollipop,bounded,5,7,4,1,1,1.0000,4.0000,1,1.207,10.168
667,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,2.516,1.331
668,star,rigid,4,3,3,1,1,1.0000,1.0000,1,0.713,1.000
669,complete_bipartite,rigid,19,88,11,8,8,1.0000,1.0000,1,3.116,1.643
670,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.738,0.820
671,double_star,rigid,18,17,13,5,5,1.0000,1.0000,1,2.039,1.138
672,erdos_renyi,random,27,70,11,5,5,1.0000,11.0000,1,4.711,25.320
673,barabasi_albert,random,18,32,12,3,3,1.0000,12.0000,1,2.243,9.045
674,random_tree,random,32,31,4,13,13,1.0000,4.0000,1,4.129,10.473
675,path,bounded,14,13,2,5,5,1.0000,2.0000,1,1.929,11.398
676,cycle,bounded,34,34,2,12,12,1.0000,2.0000,1,4.158,12.532
677,ladder,bounded,10,13,3,3,3,1.0000,3.0000,1,1.753,9.834
678,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.368,9.902
679,regular,bounded,33,33,2,12,12,1.0000,2.0000,1,4.042,12.014
680,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,3.000,12.183
681,lollipop,bounded,12,12,3,4,4,1.0000,3.0000,1,2.403,11.419
682,clique,rigid,7,21,6,1,1,1.0000,1.0000,1,1.304,1.241
683,star,rigid,24,23,23,1,1,1.0000,1.0000,1,2.175,1.156
684,complete_bipartite,rigid,20,99,11,9,9,1.0000,1.0000,1,3.250,1.748
685,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.127,9.146
686,double_star,rigid,16,15,9,7,7,1.0000,1.0000,1,2.094,1.055
687,erdos_renyi,random,8,1,1,7,7,1.0000,1.0000,1,1.952,0.871
688,barabasi_albert,random,13,22,6,4,4,1.0000,6.0000,1,1.906,8.691
689,random_tree,random,7,6,2,3,3,1.0000,2.0000,1,1.110,0.946
690,path,bounded,14,13,2,5,5,1.0000,2.0000,1,1.789,11.505
691,cycle,bounded,39,39,2,13,13,1.0000,2.0000,1,4.426,11.823
