index,family,kind,n,m,delta,siriaisa_size,optimum,ratio,expected_constant,within_bound,siriaisa_ms,milp_ms
8937,erdos_renyi,random,33,61,9,10,10,1.0000,9.0000,1,5.817,29.512
8938,barabasi_albert,random,27,26,10,12,12,1.0000,10.0000,1,3.195,1.328
8939,random_tree,random,4,3,2,2,2,1.0000,2.0000,1,0.796,0.960
8940,path,bounded,37,36,2,13,13,1.0000,2.0000,1,4.535,10.938
8941,cycle,bounded,30,30,2,10,10,1.0000,2.0000,1,4.091,11.074
8942,ladder,bounded,34,49,3,9,9,1.0000,3.0000,1,5.442,10.528
8943,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.433,11.903
8944,regular,bounded,18,45,5,3,3,1.0000,5.0000,1,2.739,10.040
8945,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.659,1.018
8946,lollipop,bounded,9,11,4,3,3,1.0000,4.0000,1,1.442,18.856
8947,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.947,1.433
8948,star,rigid,27,26,26,1,1,1.0000,1.0000,1,2.392,1.186
8949,complete_bipartite,rigid,20,96,12,8,8,1.0000,1.0000,1,3.362,1.875
8950,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.191,9.351
8951,double_star,rigid,20,19,13,7,7,1.0000,1.0000,1,2.321,1.100
8952,erdos_renyi,random,18,44,9,4,4,1.0000,9.0000,1,3.275,9.190
8953,barabasi_albert,random,22,21,11,8,8,1.0000,11.0000,1,2.523,1.221
8954,random_tree,random,4,3,3,1,1,1.0000,3.0000,1,0.698,0.861
8955,path,bounded,31,30,2,11,11,1.0000,2.0000,1,3.980,10.532
8956,cycle,bounded,35,35,2,12,12,1.0000,2.0000,1,4.268,13.319
8957,ladder,bounded,10,13,3,3,3,1.0000,3.0000,1,1.688,10.164
8958,grid,bounded,12,17,4,4,4,1.0000,4.0000,1,1.924,10.347
8959,regular,bounded,20,50,5,4,4,1.0000,5.0000,1,3.337,19.996
8960,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.666,0.955
8961,lollipop,bounded,11,13,4,3,3,1.0000,4.0000,1,1.472,10.713
8962,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,2.035,1.312
8963,star,rigid,9,8,8,1,1,1.0000,1.0000,1,1.090,0.970
8964,complete_bipartite,rigid,14,33,11,3,3,1.0000,1.0000,1,1.837,1.173
8965,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.749,0.794
8966,double_star,rigid,19,18,10,9,9,1.0000,1.0000,1,2.073,1.168
8967,erdos_renyi,random,8,7,3,2,2,1.0000,3.0000,1,1.831,1.438
8968,barabasi_albert,random,14,13,5,6,6,1.0000,5.0000,1,1.733,0.938
8969,random_tree,random,20,19,4,7,7,1.0000,4.0000,1,2.423,12.045
8970,path,bounded,33,32,2,11,11,1.0000,2.0000,1,3.812,10.428
8971,cycle,bounded,21,21,2,7,7,1.0000,2.0000,1,2.609,10.975
8972,ladder,bounded,4,4,2,2,2,1.0000,3.0000,1,1.103,1.437
8973,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.253,9.816
8974,regular,bounded,13,26,4,3,3,1.0000,4.0000,1,1.775,9.093
8975,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.007,12.518
8976,lollipop,bounded,19,33,7,5,5,1.0000,7.0000,1,2.814,16.981
8977,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.688,1.119
8978,star,rigid,7,6,6,1,1,1.0000,1.0000,1,0.948,1.026
8979,complete_bipartite,rigid,20,96,12,8,8,1.0000,1.0000,1,3.568,1.817
8980,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.868,10.054
8981,double_star,rigid,11,10,6,5,5,1.0000,1.0000,1,1.726,1.164
8982,erdos_renyi,random,11,8,5,4,4,1.0000,5.0000,1,1.887,0.976
8983,barabasi_albert,random,25,46,10,7,7,1.0000,10.0000,1,3.437,10.618
8984,random_tree,random,4,3,2,2,2,1.0000,2.0000,1,0.879,0.837
8985,path,bounded,19,18,2,7,7,1.0000,2.0000,1,2.312,10.584
8986,cycle,bounded,36,36,2,12,12,1.0000,2.0000,1,4.038,10.438
8987,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.574,10.084
8988,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.450,9.873
8989,regular,bounded,10,15,3,3,3,1.0000,3.0000,1,1.301,10.242
8990,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.186,13.088
8991,lollipop,bounded,8,8,3,3,3,1.0000,3.0000,1,1.539,16.849
8992,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.668,1.354
8993,star,rigid,26,25,25,1,1,1.0000,1.0000,1,2.711,1.372
8994,complete_bipartite,rigid,18,72,12,6,6,1.0000,1.0000,1,2.637,1.503
8995,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.344,8.506
8996,double_star,rigid,7,6,5,2,2,1.0000,1.0000,1,1.254,1.021
8997,erdos_renyi,random,29,111,13,5,5,1.0000,13.0000,1,6.169,52.061
8998,barabasi_albert,random,10,9,7,3,3,1.0000,7.0000,1,1.457,1.148
8999,random_tree,random,2,1,1,1,1,1.0000,1.0000,1,0.425,0.798
9000,path,bounded,29,28,2,10,10,1.0000,2.0000,1,4.784,10.330
9001,cycle,bounded,15,15,2,5,5,1.0000,2.0000,1,1.893,12.168
9002,ladder,bounded,14,19,3,4,4,1.0000,3.0000,1,2.291,11.147
9003,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,3.840,14.721
9004,regular,bounded,26,52,4,6,6,1.0000,4.0000,1,3.601,25.574
9005,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.707,1.018
9006,lollipop,bounded,12,17,5,3,3,1.0000,5.0000,1,1.550,10.723
9007,clique,rigid,2,1,1,1,1,1.0000,1.0000,1,0.474,0.915
9008,star,rigid,7,6,6,1,1,1.0000,1.0000,1,0.941,0.927
9009,complete_bipartite,rigid,17,70,10,7,7,1.0000,1.0000,1,2.807,1.568
9010,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.353,8.324
9011,double_star,rigid,25,24,13,12,12,1.0000,1.0000,1,2.757,1.160
9012,erdos_renyi,random,25,17,3,13,13,1.0000,3.0000,1,4.815,1.098
9013,barabasi_albert,random,17,16,6,6,6,1.0000,6.0000,1,2.169,0.928
9014,random_tree,random,36,35,4,14,14,1.0000,4.0000,1,4.033,1.231
9015,path,bounded,30,29,2,10,10,1.0000,2.0000,1,3.448,11.683
9016,cycle,bounded,6,6,2,2,2,1.0000,2.0000,1,0.953,12.212
9017,ladder,bounded,12,16,3,4,4,1.0000,3.0000,1,1.961,10.670
9018,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.890,17.806
9019,regular,bounded,21,42,4,5,5,1.0000,4.0000,1,2.729,23.377
9020,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.855,12.328
9021,lollipop,bounded,13,22,6,3,3,1.0000,6.0000,1,2.034,11.252
9022,clique,rigid,13,78,12,1,1,1.0000,1.0000,1,2.410,1.473
9023,star,rigid,23,22,22,1,1,1.0000,1.0000,1,2.122,1.185
9024,complete_bipartite,rigid,16,55,11,5,5,1.0000,1.0000,1,2.520,1.588
9025,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.390,8.971
9026,double_star,rigid,11,10,8,3,3,1.0000,1.0000,1,1.681,1.092
9027,erdos_renyi,random,26,30,6,11,11,1.0000,6.0000,1,4.431,10.046
9028,barabasi_albert,random,34,33,9,14,14,1.0000,9.0000,1,3.969,1.298
9029,random_tree,random,23,22,4,8,8,1.0000,4.0000,1,3.021,1.082
9030,path,bounded,32,31,2,11,11,1.0000,2.0000,1,3.780,11.680
9031,cycle,bounded,39,39,2,13,13,1.0000,2.0000,1,5.254,11.505
9032,ladder,bounded,12,16,3,4,4,1.0000,3.0000,1,1.980,10.468
9033,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,3.903,14.429
9034,regular,bounded,18,36,4,4,4,1.0000,4.0000,1,2.475,16.948
9035,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.510,0.950
9036,lollipop,bounded,13,18,5,4,4,1.0000,5.0000,1,1.882,11.648
9037,clique,rigid,2,1,1,1,1,1.0000,1.0000,1,0.492,0.981
9038,star,rigid,6,5,5,1,1,1.0000,1.0000,1,1.256,1.080
9039,complete_bipartite,rigid,11,18,9,2,2,1.0000,1.0000,1,1.555,1.153
9040,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,1.197,0.923
9041,double_star,rigid,22,21,12,10,10,1.0000,1.0000,1,2.207,1.020
9042,erdos_renyi,random,26,109,13,4,4,1.0000,13.0000,1,5.959,9.214
9043,barabasi_albert,random,15,26,10,3,3,1.0000,10.0000,1,2.164,8.927
9044,random_tree,random,2,1,1,1,1,1.0000,1.0000,1,0.453,0.850
9045,path,bounded,39,38,2,13,13,1.0000,2.0000,1,4.497,10.013
9046,cycle,bounded,16,16,2,6,6,1.0000,2.0000,1,2.077,11.921
9047,ladder,bounded,20,28,3,6,6,1.0000,3.0000,1,3.144,14.168
9048,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.466,9.909
9049,regular,bounded,22,55,5,5,5,1.0000,5.0000,1,3.462,22.377
9050,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.576,1.117
9051,lollipop,bounded,12,17,5,3,3,1.0000,5.0000,1,1.673,11.295
9052,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.797,1.041
9053,star,rigid,3,2,2,1,1,1.0000,1.0000,1,0.664,0.913
9054,complete_bipartite,rigid,7,12,4,3,3,1.0000,1.0000,1,1.041,1.011
9055,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.838,0.909
9056,double_star,rigid,14,13,7,7,7,1.0000,1.0000,1,1.560,0.932
9057,erdos_renyi,random,26,95,10,4,4,1.0000,10.0000,1,5.476,26.612
9058,barabasi_albert,random,29,28,12,12,12,1.0000,12.0000,1,3.118,1.243
9059,random_tree,random,34,33,4,13,13,1.0000,4.0000,1,3.985,11.809
9060,path,bounded,40,39,2,14,14,1.0000,2.0000,1,4.762,11.371
9061,cycle,bounded,4,4,2,2,2,1.0000,2.0000,1,0.823,1.166
9062,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.420,12.765
9063,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.498,10.089
9064,regular,bounded,32,80,5,7,7,1.0000,5.0000,1,4.822,64.798
9065,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.077,12.171
9066,lollipop,bounded,8,22,7,1,1,1.0000,7.0000,1,1.641,8.505
9067,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,0.968,1.119
9068,star,rigid,19,18,18,1,1,1.0000,1.0000,1,2.073,1.291
9069,complete_bipartite,rigid,5,6,3,2,2,1.0000,1.0000,1,0.967,1.294
9070,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.702,10.687
9071,double_star,rigid,6,5,4,2,2,1.0000,1.0000,1,1.313,1.029
9072,erdos_renyi,random,16,8,3,10,10,1.0000,3.0000,1,4.121,0.932
9073,barabasi_albert,random,21,20,8,7,7,1.0000,8.0000,1,2.321,0.976
9074,random_tree,random,20,19,4,8,8,1.0000,4.0000,1,2.369,11.290
9075,path,bounded,28,27,2,10,10,1.0000,2.0000,1,3.516,11.274
9076,cycle,bounded,22,22,2,8,8,1.0000,2.0000,1,2.837,11.069
9077,ladder,bounded,28,40,3,8,8,1.0000,3.0000,1,4.388,11.485
9078,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.767,19.252
9079,regular,bounded,28,56,4,7,7,1.0000,4.0000,1,3.582,23.806
9080,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.776,12.894
9081,lollipop,bounded,17,31,7,4,4,1.0000,7.0000,1,2.730,11.838
9082,clique,rigid,8,28,7,1,1,1.0000,1.0000,1,1.370,1.193
9083,star,rigid,22,21,21,1,1,1.0000,1.0000,1,2.249,1.226
9084,complete_bipartite,rigid,14,40,10,4,4,1.0000,1.0000,1,1.894,1.298
9085,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.885,10.714
9086,double_star,rigid,13,12,9,4,4,1.0000,1.0000,1,1.750,1.078
9087,erdos_renyi,random,22,66,11,4,4,1.0000,11.0000,1,4.293,10.044
9088,barabasi_albert,random,8,12,5,3,3,1.0000,5.0000,1,1.248,1.035
9089,random_tree,random,40,39,5,15,15,1.0000,5.0000,1,5.052,11.493
9090,path,bounded,25,24,2,9,9,1.0000,2.0000,1,3.090,10.070
9091,cycle,bounded,3,3,2,1,1,1.0000,2.0000,1,0.689,1.009
9092,ladder,bounded,8,10,3,3,3,1.0000,3.0000,1,1.461,10.245
9093,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.601,10.730
9094,regular,bounded,12,24,4,3,3,1.0000,4.0000,1,1.666,9.277
9095,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.611,1.015
9096,lollipop,bounded,8,17,6,2,2,1.0000,6.0000,1,1.341,1.079
9097,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,1.488,1.089
9098,star,rigid,13,12,12,1,1,1.0000,1.0000,1,1.208,0.935
9099,complete_bipartite,rigid,14,33,11,3,3,1.0000,1.0000,1,1.844,1.179
9100,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.137,8.802
9101,double_star,rigid,12,11,10,2,2,1.0000,1.0000,1,1.818,1.038
9102,erdos_renyi,random,23,95,13,3,3,1.0000,13.0000,1,5.032,8.980
9103,barabasi_albert,random,27,50,14,10,10,1.0000,14.0000,1,3.803,8.588
9104,random_tree,random,7,6,3,2,2,1.0000,3.0000,1,1.228,0.922
9105,path,bounded,12,11,2,4,4,1.0000,2.0000,1,1.945,11.064
9106,cycle,bounded,40,40,2,14,14,1.0000,2.0000,1,4.610,13.097
9107,ladder,bounded,4,4,2,2,2,1.0000,3.0000,1,0.765,0.961
9108,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.379,9.494
9109,regular,bounded,12,30,5,3,3,1.0000,5.0000,1,1.791,5.295
9110,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.244,12.948
9111,lollipop,bounded,11,11,3,4,4,1.0000,3.0000,1,1.791,12.259
9112,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,1.727,1.312
9113,star,rigid,9,8,8,1,1,1.0000,1.0000,1,1.079,0.952
9114,complete_bipartite,rigid,13,22,11,2,2,1.0000,1.0000,1,1.609,1.062
9115,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.689,11.700
9116,double_star,rigid,11,10,6,5,5,1.0000,1.0000,1,1.606,1.045
9117,erdos_renyi,random,12,24,6,3,3,1.0000,6.0000,1,1.967,9.665
9118,barabasi_albert,random,18,17,8,8,8,1.0000,8.0000,1,2.218,1.064
9119,random_tree,random,3,2,2,1,1,1.0000,2.0000,1,0.592,0.802
9120,path,bounded,10,9,2,4,4,1.0000,2.0000,1,1.362,11.128
9121,cycle,bounded,17,17,2,6,6,1.0000,2.0000,1,2.159,11.380
9122,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,5.290,24.795
9123,grid,bounded,12,16,3,4,4,1.0000,4.0000,1,1.691,10.337
9124,regular,bounded,24,60,5,5,5,1.0000,5.0000,1,3.894,24.415
9125,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.587,1.235
9126,lollipop,bounded,14,34,8,3,3,1.0000,8.0000,1,2.074,11.353
9127,clique,rigid,12,66,11,1,1,1.0000,1.0000,1,2.150,1.399
9128,star,rigid,3,2,2,1,1,1.0000,1.0000,1,0.647,0.897
9129,complete_bipartite,rigid,19,88,11,8,8,1.0000,1.0000,1,3.154,1.664
9130,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.879,9.090
9131,double_star,rigid,4,3,2,2,2,1.0000,1.0000,1,0.959,0.954
9132,erdos_renyi,random,8,12,5,3,3,1.0000,5.0000,1,1.436,9.661
9133,barabasi_albert,random,9,14,7,2,2,1.0000,7.0000,1,1.407,10.963
9134,random_tree,random,16,15,3,7,7,1.0000,3.0000,1,2.415,1.445
9135,path,bounded,18,17,2,6,6,1.0000,2.0000,1,2.484,11.296
9136,cycle,bounded,30,30,2,10,10,1.0000,2.0000,1,3.890,11.438
9137,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,4.276,12.614
9138,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.392,11.260
9139,regular,bounded,8,20,5,2,2,1.0000,5.0000,1,1.526,8.051
9140,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.840,1.112
9141,lollipop,bounded,7,16,6,1,1,1.0000,6.0000,1,1.382,8.730
9142,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.830,1.002
9143,star,rigid,26,25,25,1,1,1.0000,1.0000,1,2.377,1.159
9144,complete_bipartite,rigid,12,32,8,4,4,1.0000,1.0000,1,1.695,1.350
9145,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.792,10.180
9146,double_star,rigid,5,4,3,2,2,1.0000,1.0000,1,1.071,0.922
9147,erdos_renyi,random,26,55,9,7,7,1.0000,9.0000,1,4.848,14.550
9148,barabasi_albert,random,15,26,8,5,5,1.0000,8.0000,1,2.073,10.756
9149,random_tree,random,23,22,5,9,9,1.0000,5.0000,1,3.670,1.600
9150,path,bounded,7,6,2,3,3,1.0000,2.0000,1,1.197,0.970
9151,cycle,bounded,13,13,2,5,5,1.0000,2.0000,1,1.465,11.335
9152,ladder,bounded,8,10,3,3,3,1.0000,3.0000,1,1.449,10.034
9153,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.146,10.295
9154,regular,bounded,34,51,3,10,9,1.1111,3.0000,1,4.305,40.817
9155,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.847,13.234
9156,lollipop,bounded,8,22,7,1,1,1.0000,7.0000,1,1.547,8.724
9157,clique,rigid,8,28,7,1,1,1.0000,1.0000,1,1.236,1.299
9158,star,rigid,13,12,12,1,1,1.0000,1.0000,1,1.520,1.106
9159,complete_bipartite,rigid,14,45,9,5,5,1.0000,1.0000,1,2.101,1.418
9160,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.870,0.824
9161,double_star,rigid,14,13,10,4,4,1.0000,1.0000,1,1.520,0.905
9162,erdos_renyi,random,33,41,5,14,14,1.0000,5.0000,1,5.069,10.795
9163,barabasi_albert,random,8,12,5,3,3,1.0000,5.0000,1,1.525,9.203
9164,random_tree,random,23,22,3,8,8,1.0000,3.0000,1,2.903,1.106
9165,path,bounded,24,23,2,8,8,1.0000,2.0000,1,2.945,11.495
9166,cycle,bounded,20,20,2,7,7,1.0000,2.0000,1,2.465,12.101
9167,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.528,9.796
9168,grid,bounded,4,4,2,2,2,1.0000,4.0000,1,0.791,1.071
9169,regular,bounded,5,10,4,1,1,1.0000,4.0000,1,0.895,1.046
9170,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.684,1.019
9171,lollipop,bounded,12,32,8,2,2,1.0000,8.0000,1,1.769,1.036
9172,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.554,0.836
9173,star,rigid,14,13,13,1,1,1.0000,1.0000,1,1.398,1.035
9174,complete_bipartite,rigid,13,30,10,3,3,1.0000,1.0000,1,1.626,1.135
9175,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.465,8.924
9176,double_star,rigid,12,11,7,5,5,1.0000,1.0000,1,2.159,1.140
9177,erdos_renyi,random,29,74,9,7,7,1.0000,9.0000,1,6.192,43.915
9178,barabasi_albert,random,10,16,7,2,2,1.0000,7.0000,1,1.452,9.338
9179,random_tree,random,28,27,4,10,10,1.0000,4.0000,1,3.704,17.109
9180,path,bounded,37,36,2,13,13,1.0000,2.0000,1,4.577,10.353
9181,cycle,bounded,20,20,2,7,7,1.0000,2.0000,1,2.490,13.468
9182,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,4.862,10.577
9183,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.361,10.507
9184,regular,bounded,6,6,2,2,2,1.0000,2.0000,1,0.970,10.890
9185,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.124,12.663
9186,lollipop,bounded,5,7,4,1,1,1.0000,4.0000,1,1.075,10.616
9187,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,1.636,1.406
9188,star,rigid,15,14,14,1,1,1.0000,1.0000,1,1.548,1.024
9189,complete_bipartite,rigid,16,60,10,6,6,1.0000,1.0000,1,2.689,1.395
9190,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.540,8.304
9191,double_star,rigid,11,10,9,2,2,1.0000,1.0000,1,1.631,1.010
9192,erdos_renyi,random,29,65,9,7,7,1.0000,9.0000,1,5.389,24.630
9193,barabasi_albert,random,8,12,4,2,2,1.0000,4.0000,1,1.348,10.382
9194,random_tree,random,2,1,1,1,1,1.0000,1.0000,1,0.477,0.993
9195,path,bounded,30,29,2,10,10,1.0000,2.0000,1,3.608,12.134
9196,cycle,bounded,21,21,2,7,7,1.0000,2.0000,1,2.554,11.454
9197,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,5.561,24.600
9198,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,2.980,9.440
9199,regular,bounded,8,16,4,2,2,1.0000,4.0000,1,1.265,10.149
9200,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.858,1.169
9201,lollipop,bounded,18,27,6,5,5,1.0000,6.0000,1,2.862,11.272
9202,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.786,1.000
9203,star,rigid,25,24,24,1,1,1.0000,1.0000,1,2.412,1.187
9204,complete_bipartite,rigid,19,84,12,7,7,1.0000,1.0000,1,3.112,1.661
9205,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.712,11.494
9206,double_star,rigid,9,8,6,3,3,1.0000,1.0000,1,1.562,1.125
9207,erdos_renyi,random,23,95,14,3,3,1.0000,14.0000,1,5.176,19.530
9208,barabasi_albert,random,27,26,8,10,10,1.0000,8.0000,1,3.202,1.235
9209,random_tree,random,27,26,4,10,10,1.0000,4.0000,1,3.560,1.208
9210,path,bounded,12,11,2,4,4,1.0000,2.0000,1,1.556,11.191
9211,cycle,bounded,23,23,2,8,8,1.0000,2.0000,1,2.763,12.841
9212,ladder,bounded,22,31,3,6,6,1.0000,3.0000,1,3.462,10.403
9213,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.685,10.690
9214,regular,bounded,10,20,4,2,2,1.0000,4.0000,1,1.559,9.523
9215,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,2.294,1.195
9216,lollipop,bounded,19,39,8,5,5,1.0000,8.0000,1,3.383,11.553
9217,clique,rigid,7,21,6,1,1,1.0000,1.0000,1,1.207,1.222
9218,star,rigid,15,14,14,1,1,1.0000,1.0000,1,1.638,1.494
9219,complete_bipartite,rigid,14,33,11,3,3,1.0000,1.0000,1,1.990,1.234
9220,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.766,11.273
9221,double_star,rigid,12,11,10,2,2,1.0000,1.0000,1,1.744,1.037
9222,erdos_renyi,random,19,21,5,9,9,1.0000,5.0000,1,3.223,11.431
9223,barabasi_albert,random,23,22,7,10,10,1.0000,7.0000,1,2.758,1.143
9224,random_tree,random,27,26,5,9,9,1.0000,5.0000,1,3.633,1.184
9225,path,bounded,28,27,2,10,10,1.0000,2.0000,1,3.472,11.684
9226,cycle,bounded,15,15,2,5,5,1.0000,2.0000,1,1.923,11.781
9227,ladder,bounded,22,31,3,6,6,1.0000,3.0000,1,3.459,10.155
9228,grid,bounded,12,16,3,4,4,1.0000,4.0000,1,2.959,10.467
9229,regular,bounded,28,70,5,6,6,1.0000,5.0000,1,4.251,34.270
9230,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.962,12.192
9231,lollipop,bounded,7,16,6,1,1,1.0000,6.0000,1,1.369,8.875
9232,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,1.015,1.027
9233,star,rigid,14,13,13,1,1,1.0000,1.0000,1,1.496,1.024
9234,complete_bipartite,rigid,16,55,11,5,5,1.0000,1.0000,1,2.401,1.393
9235,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.140,8.728
9236,double_star,rigid,18,17,12,6,6,1.0000,1.0000,1,2.309,1.121
9237,erdos_renyi,random,24,39,5,6,6,1.0000,5.0000,1,3.462,9.862
9238,barabasi_albert,random,11,10,4,4,4,1.0000,4.0000,1,1.562,0.962
9239,random_tree,random,34,33,5,13,13,1.0000,5.0000,1,4.166,1.235
9240,path,bounded,22,21,2,8,8,1.0000,2.0000,1,3.010,11.249
9241,cycle,bounded,21,21,2,7,7,1.0000,2.0000,1,2.518,11.730
9242,ladder,bounded,26,37,3,7,7,1.0000,3.0000,1,4.047,11.068
9243,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,3.886,14.881
9244,regular,bounded,9,9,2,3,3,1.0000,2.0000,1,1.468,12.933
9245,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.787,1.530
9246,lollipop,bounded,10,10,3,3,3,1.0000,3.0000,1,1.567,10.907
9247,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.654,0.952
9248,star,rigid,31,30,30,1,1,1.0000,1.0000,1,2.741,1.243
9249,complete_bipartite,rigid,18,80,10,8,8,1.0000,1.0000,1,3.001,1.728
9250,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.148,8.747
9251,double_star,rigid,5,4,3,2,2,1.0000,1.0000,1,1.094,0.978
9252,erdos_renyi,random,23,54,11,5,5,1.0000,11.0000,1,4.279,8.857
9253,barabasi_albert,random,27,26,10,12,12,1.0000,10.0000,1,2.926,1.123
9254,random_tree,random,28,27,6,9,9,1.0000,6.0000,1,3.286,11.438
9255,path,bounded,5,4,2,2,2,1.0000,2.0000,1,0.970,0.902
9256,cycle,bounded,30,30,2,10,10,1.0000,2.0000,1,3.209,10.867
9257,ladder,bounded,6,7,3,2,2,1.0000,3.0000,1,1.220,12.004
9258,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.419,10.391
9259,regular,bounded,31,31,2,11,11,1.0000,2.0000,1,3.466,11.286
9260,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.106,12.463
9261,lollipop,bounded,18,38,8,4,4,1.0000,8.0000,1,2.913,11.878
9262,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.366,0.940
9263,star,rigid,4,3,3,1,1,1.0000,1.0000,1,0.724,0.940
9264,complete_bipartite,rigid,20,100,10,10,10,1.0000,1.0000,1,3.684,1.802
9265,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.705,10.630
9266,double_star,rigid,15,14,9,6,6,1.0000,1.0000,1,1.971,1.032
9267,erdos_renyi,random,33,68,10,9,9,1.0000,10.0000,1,6.273,29.628
9268,barabasi_albert,random,17,16,9,8,8,1.0000,9.0000,1,1.894,1.396
9269,random_tree,random,3,2,2,1,1,1.0000,2.0000,1,1.096,0.975
9270,path,bounded,40,39,2,14,14,1.0000,2.0000,1,4.772,11.658
9271,cycle,bounded,16,16,2,6,6,1.0000,2.0000,1,2.089,11.243
9272,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,4.721,10.981
9273,grid,bounded,12,17,4,4,4,1.0000,4.0000,1,2.048,10.300
9274,regular,bounded,10,15,3,3,3,1.0000,3.0000,1,1.472,10.626
